축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제19회 사상강변축제,삼락생태공원,2022-03-26,2022-03-27,사상강변축제,사상문화원,사상구,,051-310-4062,http://www.sasangculture.or.kr/,코로나 19 관련 잠정 연기,부산광역시 사상구 낙동대로 1310번길 19(삼락동),,35.17701002,128.9776397,2022-06-13,3390000,부산광역시 사상구
경산자인단오제,경산시 자인면 계정숲,2022-06-03,2022-06-05,무형문화재 공연 및 각종 체험부대행사,경산자인단오제보존회,경산자인단오제보존회,"문화재청, 경상북도, 경산시",053-856-5765,jaindano.or.kr,,경상북도 경산시 자인면 계정길 68,경상북도 경산시 자인면 서부리 70,,,2022-06-12,5130000,경상북도 경산시
경산갓바위소원성취축제,갓바위공영주차장,2022-09-01,2022-10-31,"소원성취 다례봉행, 음악회 및 각종부대행사",갓바위축제추진위원회,갓바위축제추진위원회,"경상북도, 경산시",053-851-0022,,,경상북도 경산시 와촌면 와천서길 341,경상북도 경산시 와촌면 동강리 48-2,,,2022-06-12,5130000,경상북도 경산시
보성전어축제_예정,율포해수욕장 일원,2022-08-01,2022-08-31,지역 농특산물 판매 및 체험 전시행사,회천면민회,보성전어축제추진위원회,,,,,전라남도 보성군 회천면 우암길 24,,,,2022-06-28,4890000,전라남도 보성군
복성현축제_예정,복내체육공원 일원,2022-09-01,2022-09-30,지역 농특산물 판매 및 체험 전시행사,북부4개면,복성현축제추진위원회,,,,,,전라남도 보성군 복내면 복내리 536-13,,,2022-06-28,4890000,전라남도 보성군
동로성축제_예정,조성중학교 일원,2022-09-01,2022-09-30,지역 농특산물 판매 및 체험 전시행사,조성면민회,동로성축제추진위원회,,,,,전라남도 보성군 조성면 조성2길 4-7,,,,2022-06-28,4890000,전라남도 보성군
서편제보성소리축제,보성문화예술회관 일원,2022-09-30,2022-10-02,"판소리,고수 경연 대회",전라남도 보성군,서편제보성소리축제추진위원회,,,,,전라남도 보성군 보성읍 송재로 281-9,,,,2022-06-28,4890000,전라남도 보성군
벌교꼬막축제_예정,벌교읍천변 일원,2022-11-01,2022-11-30,지역 농특산물 판매 및 체험 전시행사,벌교읍민회,벌교꼬막추진위원회,문화체육관광부,,,,,전라남도 보성군 벌교읍 회정리 663-1,,,2022-06-28,4890000,전라남도 보성군
보성차밭빛축제_예정,한국차문화공원 일원,2022-12-01,2022-12-31,차밭 경관조성 및 공연,전라남도 보성군,전라남도 보성군,,,,,전라남도 보성군 보성읍 녹차로 775,,,,2022-06-28,4890000,전라남도 보성군
율포해변불꽃축제,율포해수욕장 일원,2022-12-31,2023-01-01,불꽃축제 및 공연,전라남도 보성군,전라남도 보성군,,,,,전라남도 보성군 회천면 우암길 24,,,,2022-06-28,4890000,전라남도 보성군
봉산도예전,봉산문화거리,2013-04-09,2014-04-17,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2014-04-11,2014-04-17,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2015-05-01,2015-05-05,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2016-05-10,2016-05-16,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산조형페스티벌 도예조각전,봉산문화거리,2017-04-25,2017-05-01,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산도자기축제,봉산문화거리,2018-04-10,2018-04-16,도예전시 및 부대행사(공방체험+ 도슨트프로그램+ 도예장터+ 경매 등),봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산도자기축제,봉산문화거리,2019-04-19,2019-04-21,도예전시 및 부대행사(공방체험+ 도슨트프로그램+ 도예장터+ 경매 등),봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산조형페스티벌,봉산문화거리,2020-10-09,2020-10-11,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
봉산조형페스티벌,봉산문화거리,2021-06-04,2021-06-06,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2011-05-20,2011-05-22,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2012-05-18,2012-05-20,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2013-05-17,2013-05-19,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2014-10-03,2014-10-05,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2015-05-01,2015-05-03,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2016-05-13,2016-05-15,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,사)달성문화선양회,대구광역시+대구광역시 중구,053-661-2177,,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,2022-06-10,3410000,대구광역시 중구
서문시장글로벌대축제,서문시장,2021-10-01,2021-10-31,보부상퍼레이드+상인가요제+서문가요제,서문시장상가연합회,대구광역시 중구 일자리경제과,,053-256-6341,http://www.jung.daegu.kr/,개최취소,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
교동시장한마음축제,교동시장,2021-10-01,2021-10-31,교동시장보물찾기+추억의 낭만 DJ +사진전 등,교동시장활성화구역상인회,대구광역시 중구 일자리경제과,,053-427-0443,http://www.jung.daegu.kr/,개최취소,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
빨간구두이야기,향촌동 수제화골목,2021-10-30,2021-10-31,수제화 전시 및 체험행사+가요제+플리마켓,수제화협회,대구광역시 중구 일자리경제과,,053-253-9245,http://www.jung.daegu.kr/,,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
대구화교중화문화축제,화교거리,2021-10-01,2021-10-31,중국용춤·사자춤+중화전통의상+음식+놀이 등,대구화교협회조직위원회,대구화교협회,,053-255-0561,http://www.jung.daegu.kr/,개최취소,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
봉산미술제,봉산문화거리,2021-10-05,2021-10-10,도슨트 아트투어+온라인 VR전시+온라인 미술작품 경매 등,봉산문화협회,봉산문화협회,,053-425-6845,http://www.jung.daegu.kr/,,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
종로맛길축제,종로,2021-10-01,2021-10-31,개폐막 공연+무대행사+기타행사 등(미정),종로맛집골목상인회 협동조합,종로맛집골목상인회 협동조합,,053-661-2645,http://www.jung.daegu.kr/,개최취소,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
용암산성 옥샘문화제,불로천,2021-10-01,2021-10-31,제례행사+공산농요 등,용암산성 옥샘문화제 추진위원회,용암산성 옥샘문화제 추진위원회,,053-662-3082,http://www.dong.daegu.kr/,개최취소,대구광역시 동구 아양로 207(신암동),,35.88681058,128.6360751,2022-06-15,6270000,대구광역시
팔공산 단풍축제,팔공산 동화지구,2021-10-01,2021-10-31,단풍가요제+단풍길 걷기대회+축하공연,팔공산 동화지구 상가번영회,팔공산 동화지구 상가번영회,,053-982-0103,http://www.dong.daegu.kr/,개최취소,대구광역시 동구 아양로 207(신암동),,35.88681058,128.6360751,2022-06-15,6270000,대구광역시
달구벌목민관축제,서구 일대,2021-10-01,2021-10-31,달구벌목민관 부임행차 재현 퍼레이드+달구벌 목민관 추원제,대구광역시 서구 문화홍보과,대구광역시 서구 문화홍보과,,053-663-2184,http://www.dgs.go.kr,개최취소,대구광역시 서구 국채보상로 257(평리동),,35.87232184,128.5592911,2022-06-15,6270000,대구광역시
대덕제 대구앞산축제,앞산,2021-09-01,2021-12-31,앞산트레일(팸)투어+앞산콘서트+앞산이야기극 등(일정 미정),남구문화행사추진위원회,남구문화행사추진위원회,,053-664-3262,http://www.nam.daegu.kr/,개최취소,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2022-06-15,6270000,대구광역시
신천 음악버스킹,신천둔치,2021-09-01,2021-12-31,신천달빛버스킹+THE LIVE+아이스 이벤트+쿨존 등,남구문화행사추진위원회,남구문화행사추진위원회,,053-664-3262,http://www.nam.daegu.kr/,개최취소,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2022-06-15,6270000,대구광역시
대구할로윈축제,앞산 맛길,2021-10-01,2021-10-31,할로윈 퍼레이드+할로윈 코스튬콘테스트 등,사단법인공동체디자인연구소,대구광역시 남구 문화관광과,,053-664-2174,http://www.nam.daegu.kr/,개최취소,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2022-06-15,6270000,대구광역시
금호강바람소리길축제,금호강 둔치,2021-10-02,2021-10-03,마칭퍼레이드+금호강 생태전시+체험부스 등,재단법인행복북구문화재단,대구광역시 북구 문화예술과,,053-665-2172,http://www.buk.daegu.kr/,개최취소,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,2022-06-15,6270000,대구광역시
논두렁밭두렁축제,경북농업기술원,2021-10-01,2021-10-31,허수아비 전시회+체험프로그램+버스킹 등,선린종합사회복지관+함지노인복지관,강북풀뿌리단체협의회,,053-326-0645,http://www.buk.daegu.kr/,개최취소,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,2022-06-15,6270000,대구광역시
수성못페스티벌,수성못,2021-10-01,2021-10-03,지역 예술인 문화공연+음악불꽃쇼+들안길 푸드 페스티벌 등,재단법인수성문화재단,대구광역시 수성구 문화체육과,,053-668-1504,http://www.suseong.kr/,개최취소,대구광역시 수성구 달구벌대로 2450(범어동),,35.85820008,128.6306298,2022-06-15,6270000,대구광역시
장미꽃 필 무렵,이곡장미공원,2021-05-20,2021-05-22,축하콘서트+버스킹 공연+장미체험부스 운영,재단법인달서문화재단,재단법인달서문화재단,,053-584-9712,http://www.dalseo.daegu.kr/,,대구광역시 달서구 학산로 45(월성동),,35.82991524,128.5328365,2022-06-15,6270000,대구광역시
달성 100대 피아노,사문진 나루터,2021-10-01,2021-10-31,100인 피아니스트 공연+유명 아티스트 초청 및 협연,재단법인달성문화재단,대구광역시 달성군 문화체육과,,053-668-2172,http://www.dalseong.daegu.kr/,개최취소,대구광역시 달성군 논공읍 달성군청로 33,,35.77466287,128.4313916,2022-06-15,6270000,대구광역시
온택트 2021 강남페스티벌,코엑스일대,2021-10-01,2021-10-10,미디어쇼+미디어아트특별전+영동대로 K-POP 콘서트 등,강남구,강남구,,02-3423-5534,https://www.gangnam.go.kr/gnfestival/,,서울특별시 강남구 영동대로 513,,,,2022-06-28,3220000,서울특별시 강남구
2021 내 집 앞 세계영화제,양재천 영동3교+영동5교 공연장,2021-06-18,2021-11-13,양재천을 배경으로 다양한 주제의 세계영화 12편 상영,강남구,강남구,,02-3423-5533,https://www.gangnamfilm.com,,서울특별시 강남구 도곡동 영동3교 개포동 영동5교,,,,2022-06-28,3220000,서울특별시 강남구
